Date ID,Day of Month,Day of Week,Is Weekend,Month Name,Quarter,Month,Year,Date
0,3,1,0,October,4,10,2011,2011-10-03 00:00:00
1,14,1,0,October,4,10,2013,2013-10-14 00:00:00
2,31,2,0,December,4,12,2013,2013-12-31 00:00:00
3,5,3,0,November,4,11,2014,2014-11-05 00:00:00
4,13,6,1,December,4,12,2014,2014-12-13 00:00:00
5,7,5,1,March,1,3,2014,2014-03-07 00:00:00
6,10,1,0,January,1,1,2011,2011-01-10 00:00:00
7,16,2,0,August,3,8,2011,2011-08-16 00:00:00
8,15,4,0,December,4,12,2011,2011-12-15 00:00:00
9,1,6,1,January,1,1,2011,2011-01-01 00:00:00
10,13,6,1,August,3,8,2011,2011-08-13 00:00:00
11,11,5,1,March,1,3,2011,2011-03-11 00:00:00
12,3,4,0,March,1,3,2011,2011-03-03 00:00:00
13,2,3,0,November,4,11,2011,2011-11-02 00:00:00
14,15,3,0,June,2,6,2011,2011-06-15 00:00:00
15,7,1,0,November,4,11,2011,2011-11-07 00:00:00
16,20,2,0,December,4,12,2011,2011-12-20 00:00:00
17,23,3,0,November,4,11,2011,2011-11-23 00:00:00
18,7,5,1,January,1,1,2011,2011-01-07 00:00:00
19,24,2,0,May,2,5,2011,2011-05-24 00:00:00
20,25,5,1,February,1,2,2011,2011-02-25 00:00:00
21,19,2,0,July,3,7,2011,2011-07-19 00:00:00
22,26,1,0,December,4,12,2011,2011-12-26 00:00:00
23,22,5,1,April,2,4,2011,2011-04-22 00:00:00
24,22,4,0,December,4,12,2011,2011-12-22 00:00:00
25,26,0,0,June,2,6,2011,2011-06-26 00:00:00
26,30,5,1,November,4,11,2012,2012-11-30 00:00:00
27,31,2,0,July,3,7,2012,2012-07-31 00:00:00
28,29,4,0,November,4,11,2012,2012-11-29 00:00:00
29,9,5,1,November,4,11,2012,2012-11-09 00:00:00
30,31,5,1,August,3,8,2012,2012-08-31 00:00:00
31,19,6,1,May,2,5,2012,2012-05-19 00:00:00
32,19,1,0,March,1,3,2012,2012-03-19 00:00:00
33,28,1,0,May,2,5,2012,2012-05-28 00:00:00
34,10,1,0,December,4,12,2012,2012-12-10 00:00:00
35,16,5,1,November,4,11,2012,2012-11-16 00:00:00
36,5,4,0,January,1,1,2012,2012-01-05 00:00:00
37,20,1,0,August,3,8,2012,2012-08-20 00:00:00
38,26,1,0,November,4,11,2012,2012-11-26 00:00:00
39,8,3,0,August,3,8,2012,2012-08-08 00:00:00
40,18,2,0,September,3,9,2012,2012-09-18 00:00:00
41,9,4,0,August,3,8,2012,2012-08-09 00:00:00
42,11,2,0,June,2,6,2013,2013-06-11 00:00:00
43,7,6,1,September,3,9,2013,2013-09-07 00:00:00
44,21,2,0,May,2,5,2013,2013-05-21 00:00:00
45,26,5,1,April,2,4,2013,2013-04-26 00:00:00
46,24,6,1,August,3,8,2013,2013-08-24 00:00:00
47,18,4,0,July,3,7,2013,2013-07-18 00:00:00
48,8,5,1,March,1,3,2013,2013-03-08 00:00:00
49,2,2,0,April,2,4,2013,2013-04-02 00:00:00
50,1,3,0,May,2,5,2013,2013-05-01 00:00:00
51,5,2,0,November,4,11,2013,2013-11-05 00:00:00
52,14,4,0,March,1,3,2013,2013-03-14 00:00:00
53,23,5,1,August,3,8,2013,2013-08-23 00:00:00
54,4,1,0,February,1,2,2013,2013-02-04 00:00:00
55,10,2,0,December,4,12,2013,2013-12-10 00:00:00
56,10,3,0,July,3,7,2013,2013-07-10 00:00:00
57,26,1,0,August,3,8,2013,2013-08-26 00:00:00
58,30,5,1,August,3,8,2013,2013-08-30 00:00:00
59,12,4,0,September,3,9,2013,2013-09-12 00:00:00
60,30,1,0,September,3,9,2013,2013-09-30 00:00:00
61,1,3,0,January,1,1,2014,2014-01-01 00:00:00
62,30,2,0,December,4,12,2014,2014-12-30 00:00:00
63,27,1,0,October,4,10,2014,2014-10-27 00:00:00
64,25,4,0,December,4,12,2014,2014-12-25 00:00:00
65,18,2,0,November,4,11,2014,2014-11-18 00:00:00
66,9,1,0,June,2,6,2014,2014-06-09 00:00:00
67,1,5,1,August,3,8,2014,2014-08-01 00:00:00
68,1,6,1,November,4,11,2014,2014-11-01 00:00:00
69,6,4,0,November,4,11,2014,2014-11-06 00:00:00
70,24,5,1,January,1,1,2014,2014-01-24 00:00:00
71,4,4,0,December,4,12,2014,2014-12-04 00:00:00
72,30,1,0,June,2,6,2014,2014-06-30 00:00:00
73,24,2,0,June,2,6,2014,2014-06-24 00:00:00
74,27,6,1,December,4,12,2014,2014-12-27 00:00:00
75,20,3,0,August,3,8,2014,2014-08-20 00:00:00
76,12,4,0,June,2,6,2014,2014-06-12 00:00:00
77,14,4,0,August,3,8,2014,2014-08-14 00:00:00
78,20,2,0,May,2,5,2014,2014-05-20 00:00:00
79,13,1,0,January,1,1,2014,2014-01-13 00:00:00
80,2,0,0,March,1,3,2014,2014-03-02 00:00:00
81,5,2,0,August,3,8,2014,2014-08-05 00:00:00
82,23,3,0,July,3,7,2014,2014-07-23 00:00:00
83,31,1,0,March,1,3,2014,2014-03-31 00:00:00
84,12,3,0,March,1,3,2014,2014-03-12 00:00:00
85,27,2,0,May,2,5,2014,2014-05-27 00:00:00
86,22,3,0,January,1,1,2014,2014-01-22 00:00:00
87,11,2,0,February,1,2,2014,2014-02-11 00:00:00
88,29,3,0,January,1,1,2014,2014-01-29 00:00:00
89,12,5,1,September,3,9,2014,2014-09-12 00:00:00
90,7,5,1,November,4,11,2014,2014-11-07 00:00:00
91,30,5,1,December,4,12,2011,2011-12-30 00:00:00
92,8,3,0,June,2,6,2011,2011-06-08 00:00:00
93,23,3,0,February,1,2,2011,2011-02-23 00:00:00
94,14,3,0,September,3,9,2011,2011-09-14 00:00:00
95,25,2,0,September,3,9,2012,2012-09-25 00:00:00
96,2,5,1,November,4,11,2012,2012-11-02 00:00:00
97,2,0,0,June,2,6,2013,2013-06-02 00:00:00
98,14,3,0,August,3,8,2013,2013-08-14 00:00:00
99,7,3,0,August,3,8,2013,2013-08-07 00:00:00
100,23,3,0,January,1,1,2013,2013-01-23 00:00:00
101,10,4,0,January,1,1,2013,2013-01-10 00:00:00
102,7,1,0,January,1,1,2013,2013-01-07 00:00:00
103,11,4,0,September,3,9,2014,2014-09-11 00:00:00
104,23,4,0,October,4,10,2014,2014-10-23 00:00:00
105,16,2,0,September,3,9,2014,2014-09-16 00:00:00
106,24,1,0,February,1,2,2014,2014-02-24 00:00:00
107,13,6,1,September,3,9,2014,2014-09-13 00:00:00
108,30,6,1,August,3,8,2014,2014-08-30 00:00:00
109,1,2,0,November,4,11,2011,2011-11-01 00:00:00
110,8,2,0,November,4,11,2011,2011-11-08 00:00:00
111,24,2,0,April,2,4,2012,2012-04-24 00:00:00
112,19,4,0,April,2,4,2012,2012-04-19 00:00:00
113,28,6,1,July,3,7,2012,2012-07-28 00:00:00
114,12,1,0,August,3,8,2013,2013-08-12 00:00:00
115,20,6,1,April,2,4,2013,2013-04-20 00:00:00
116,20,5,1,December,4,12,2013,2013-12-20 00:00:00
117,10,1,0,March,1,3,2014,2014-03-10 00:00:00
118,14,3,0,December,4,12,2011,2011-12-14 00:00:00
119,17,3,0,April,2,4,2013,2013-04-17 00:00:00
120,1,2,0,February,1,2,2011,2011-02-01 00:00:00
121,8,6,1,January,1,1,2011,2011-01-08 00:00:00
122,3,4,0,February,1,2,2011,2011-02-03 00:00:00
123,10,1,0,October,4,10,2011,2011-10-10 00:00:00
124,6,4,0,January,1,1,2011,2011-01-06 00:00:00
125,21,2,0,June,2,6,2011,2011-06-21 00:00:00
126,16,6,1,July,3,7,2011,2011-07-16 00:00:00
127,20,4,0,January,1,1,2011,2011-01-20 00:00:00
128,5,1,0,December,4,12,2011,2011-12-05 00:00:00
129,3,1,0,December,4,12,2012,2012-12-03 00:00:00
130,23,1,0,January,1,1,2012,2012-01-23 00:00:00
131,15,4,0,November,4,11,2012,2012-11-15 00:00:00
132,13,3,0,June,2,6,2012,2012-06-13 00:00:00
133,20,4,0,December,4,12,2012,2012-12-20 00:00:00
134,29,6,1,September,3,9,2012,2012-09-29 00:00:00
135,27,4,0,September,3,9,2012,2012-09-27 00:00:00
136,12,1,0,November,4,11,2012,2012-11-12 00:00:00
137,20,4,0,September,3,9,2012,2012-09-20 00:00:00
138,21,6,1,July,3,7,2012,2012-07-21 00:00:00
139,4,2,0,December,4,12,2012,2012-12-04 00:00:00
140,21,4,0,November,4,11,2013,2013-11-21 00:00:00
141,25,5,1,October,4,10,2013,2013-10-25 00:00:00
142,5,3,0,June,2,6,2013,2013-06-05 00:00:00
143,14,4,0,November,4,11,2013,2013-11-14 00:00:00
144,28,2,0,May,2,5,2013,2013-05-28 00:00:00
145,28,4,0,March,1,3,2013,2013-03-28 00:00:00
146,30,3,0,October,4,10,2013,2013-10-30 00:00:00
147,27,5,1,December,4,12,2013,2013-12-27 00:00:00
148,13,3,0,November,4,11,2013,2013-11-13 00:00:00
149,6,5,1,December,4,12,2013,2013-12-06 00:00:00
150,11,5,1,April,2,4,2014,2014-04-11 00:00:00
151,5,5,1,December,4,12,2014,2014-12-05 00:00:00
152,17,5,1,October,4,10,2014,2014-10-17 00:00:00
153,28,3,0,May,2,5,2014,2014-05-28 00:00:00
154,25,4,0,September,3,9,2014,2014-09-25 00:00:00
155,22,6,1,November,4,11,2014,2014-11-22 00:00:00
156,31,0,0,August,3,8,2014,2014-08-31 00:00:00
157,10,3,0,December,4,12,2014,2014-12-10 00:00:00
158,19,3,0,February,1,2,2014,2014-02-19 00:00:00
159,12,6,1,April,2,4,2014,2014-04-12 00:00:00
160,25,1,0,August,3,8,2014,2014-08-25 00:00:00
161,15,5,1,August,3,8,2014,2014-08-15 00:00:00
162,31,3,0,December,4,12,2014,2014-12-31 00:00:00
163,7,4,0,August,3,8,2014,2014-08-07 00:00:00
164,4,2,0,November,4,11,2014,2014-11-04 00:00:00
165,18,4,0,September,3,9,2014,2014-09-18 00:00:00
166,2,5,1,September,3,9,2011,2011-09-02 00:00:00
167,28,1,0,March,1,3,2011,2011-03-28 00:00:00
168,5,4,0,May,2,5,2011,2011-05-05 00:00:00
169,20,3,0,April,2,4,2011,2011-04-20 00:00:00
170,18,4,0,August,3,8,2011,2011-08-18 00:00:00
171,29,5,1,July,3,7,2011,2011-07-29 00:00:00
172,11,1,0,June,2,6,2012,2012-06-11 00:00:00
173,22,6,1,December,4,12,2012,2012-12-22 00:00:00
174,21,5,1,December,4,12,2012,2012-12-21 00:00:00
175,12,4,0,April,2,4,2012,2012-04-12 00:00:00
176,16,1,0,July,3,7,2012,2012-07-16 00:00:00
177,12,2,0,June,2,6,2012,2012-06-12 00:00:00
178,29,1,0,October,4,10,2012,2012-10-29 00:00:00
179,26,4,0,September,3,9,2013,2013-09-26 00:00:00
180,5,5,1,July,3,7,2013,2013-07-05 00:00:00
181,26,2,0,March,1,3,2013,2013-03-26 00:00:00
182,20,2,0,August,3,8,2013,2013-08-20 00:00:00
183,15,1,0,April,2,4,2013,2013-04-15 00:00:00
184,22,2,0,October,4,10,2013,2013-10-22 00:00:00
185,26,4,0,June,2,6,2014,2014-06-26 00:00:00
186,3,3,0,September,3,9,2014,2014-09-03 00:00:00
187,2,3,0,July,3,7,2014,2014-07-02 00:00:00
188,17,3,0,December,4,12,2014,2014-12-17 00:00:00
189,17,1,0,February,1,2,2014,2014-02-17 00:00:00
190,27,3,0,August,3,8,2014,2014-08-27 00:00:00
191,26,3,0,November,4,11,2014,2014-11-26 00:00:00
192,20,4,0,March,1,3,2014,2014-03-20 00:00:00
193,14,1,0,July,3,7,2014,2014-07-14 00:00:00
194,26,3,0,March,1,3,2014,2014-03-26 00:00:00
195,8,1,0,September,3,9,2014,2014-09-08 00:00:00
196,26,2,0,August,3,8,2014,2014-08-26 00:00:00
197,4,1,0,August,3,8,2014,2014-08-04 00:00:00
198,20,5,1,September,3,9,2013,2013-09-20 00:00:00
199,2,5,1,December,4,12,2011,2011-12-02 00:00:00
200,21,3,0,March,1,3,2012,2012-03-21 00:00:00
201,6,1,0,August,3,8,2012,2012-08-06 00:00:00
202,21,5,1,June,2,6,2013,2013-06-21 00:00:00
203,12,3,0,February,1,2,2014,2014-02-12 00:00:00
204,29,6,1,January,1,1,2011,2011-01-29 00:00:00
205,21,3,0,September,3,9,2011,2011-09-21 00:00:00
206,28,4,0,April,2,4,2011,2011-04-28 00:00:00
207,4,5,1,November,4,11,2011,2011-11-04 00:00:00
208,19,1,0,November,4,11,2012,2012-11-19 00:00:00
209,7,5,1,September,3,9,2012,2012-09-07 00:00:00
210,29,5,1,June,2,6,2012,2012-06-29 00:00:00
211,16,1,0,April,2,4,2012,2012-04-16 00:00:00
212,30,1,0,December,4,12,2013,2013-12-30 00:00:00
213,2,5,1,August,3,8,2013,2013-08-02 00:00:00
214,28,4,0,November,4,11,2013,2013-11-28 00:00:00
215,22,0,0,September,3,9,2013,2013-09-22 00:00:00
216,28,5,1,February,1,2,2014,2014-02-28 00:00:00
217,3,2,0,June,2,6,2014,2014-06-03 00:00:00
218,4,4,0,September,3,9,2014,2014-09-04 00:00:00
219,19,5,1,September,3,9,2014,2014-09-19 00:00:00
220,13,5,1,June,2,6,2014,2014-06-13 00:00:00
221,10,1,0,February,1,2,2014,2014-02-10 00:00:00
222,27,4,0,November,4,11,2014,2014-11-27 00:00:00
223,9,0,0,March,1,3,2014,2014-03-09 00:00:00
224,12,5,1,August,3,8,2011,2011-08-12 00:00:00
225,29,1,0,August,3,8,2011,2011-08-29 00:00:00
226,21,1,0,November,4,11,2011,2011-11-21 00:00:00
227,27,6,1,August,3,8,2011,2011-08-27 00:00:00
228,16,4,0,August,3,8,2012,2012-08-16 00:00:00
229,11,2,0,September,3,9,2012,2012-09-11 00:00:00
230,6,4,0,September,3,9,2012,2012-09-06 00:00:00
231,14,5,1,December,4,12,2012,2012-12-14 00:00:00
232,23,1,0,July,3,7,2012,2012-07-23 00:00:00
233,28,3,0,March,1,3,2012,2012-03-28 00:00:00
234,8,5,1,June,2,6,2012,2012-06-08 00:00:00
235,1,3,0,February,1,2,2012,2012-02-01 00:00:00
236,22,3,0,August,3,8,2012,2012-08-22 00:00:00
237,8,4,0,August,3,8,2013,2013-08-08 00:00:00
238,11,3,0,December,4,12,2013,2013-12-11 00:00:00
239,8,5,1,November,4,11,2013,2013-11-08 00:00:00
240,25,2,0,June,2,6,2013,2013-06-25 00:00:00
241,17,3,0,July,3,7,2013,2013-07-17 00:00:00
242,9,2,0,July,3,7,2013,2013-07-09 00:00:00
243,6,3,0,November,4,11,2013,2013-11-06 00:00:00
244,15,5,1,November,4,11,2013,2013-11-15 00:00:00
245,25,3,0,June,2,6,2014,2014-06-25 00:00:00
246,6,3,0,August,3,8,2014,2014-08-06 00:00:00
247,8,5,1,August,3,8,2014,2014-08-08 00:00:00
248,29,1,0,September,3,9,2014,2014-09-29 00:00:00
249,7,5,1,February,1,2,2014,2014-02-07 00:00:00
250,10,5,1,January,1,1,2014,2014-01-10 00:00:00
251,6,5,1,June,2,6,2014,2014-06-06 00:00:00
252,11,4,0,December,4,12,2014,2014-12-11 00:00:00
253,28,5,1,March,1,3,2014,2014-03-28 00:00:00
254,8,2,0,July,3,7,2014,2014-07-08 00:00:00
255,5,4,0,June,2,6,2014,2014-06-05 00:00:00
256,17,2,0,June,2,6,2014,2014-06-17 00:00:00
257,15,2,0,July,3,7,2014,2014-07-15 00:00:00
258,6,6,1,August,3,8,2011,2011-08-06 00:00:00
259,23,5,1,December,4,12,2011,2011-12-23 00:00:00
260,25,1,0,July,3,7,2011,2011-07-25 00:00:00
261,10,2,0,May,2,5,2011,2011-05-10 00:00:00
262,3,1,0,September,3,9,2012,2012-09-03 00:00:00
263,1,4,0,November,4,11,2012,2012-11-01 00:00:00
264,27,2,0,November,4,11,2012,2012-11-27 00:00:00
265,20,2,0,November,4,11,2012,2012-11-20 00:00:00
266,20,3,0,June,2,6,2012,2012-06-20 00:00:00
267,1,5,1,June,2,6,2012,2012-06-01 00:00:00
268,5,5,1,October,4,10,2012,2012-10-05 00:00:00
269,17,2,0,July,3,7,2012,2012-07-17 00:00:00
270,19,2,0,November,4,11,2013,2013-11-19 00:00:00
271,11,1,0,November,4,11,2013,2013-11-11 00:00:00
272,11,3,0,September,3,9,2013,2013-09-11 00:00:00
273,17,2,0,December,4,12,2013,2013-12-17 00:00:00
274,6,4,0,June,2,6,2013,2013-06-06 00:00:00
275,31,4,0,January,1,1,2013,2013-01-31 00:00:00
276,20,6,1,July,3,7,2013,2013-07-20 00:00:00
277,9,1,0,September,3,9,2013,2013-09-09 00:00:00
278,7,6,1,June,2,6,2014,2014-06-07 00:00:00
279,1,6,1,March,1,3,2014,2014-03-01 00:00:00
280,9,6,1,August,3,8,2014,2014-08-09 00:00:00
281,13,4,0,February,1,2,2014,2014-02-13 00:00:00
282,28,1,0,April,2,4,2014,2014-04-28 00:00:00
283,3,2,0,May,2,5,2011,2011-05-03 00:00:00
284,14,3,0,November,4,11,2012,2012-11-14 00:00:00
285,7,3,0,September,3,9,2011,2011-09-07 00:00:00
286,8,5,1,July,3,7,2011,2011-07-08 00:00:00
287,14,1,0,March,1,3,2011,2011-03-14 00:00:00
288,8,5,1,April,2,4,2011,2011-04-08 00:00:00
289,25,3,0,May,2,5,2011,2011-05-25 00:00:00
290,18,1,0,April,2,4,2011,2011-04-18 00:00:00
291,16,5,1,December,4,12,2011,2011-12-16 00:00:00
292,24,4,0,November,4,11,2011,2011-11-24 00:00:00
293,26,6,1,March,1,3,2011,2011-03-26 00:00:00
294,19,3,0,October,4,10,2011,2011-10-19 00:00:00
295,2,4,0,June,2,6,2011,2011-06-02 00:00:00
296,21,5,1,October,4,10,2011,2011-10-21 00:00:00
297,19,6,1,November,4,11,2011,2011-11-19 00:00:00
298,9,5,1,December,4,12,2011,2011-12-09 00:00:00
299,7,3,0,December,4,12,2011,2011-12-07 00:00:00
300,12,1,0,September,3,9,2011,2011-09-12 00:00:00
301,28,1,0,November,4,11,2011,2011-11-28 00:00:00
302,31,4,0,March,1,3,2011,2011-03-31 00:00:00
303,17,4,0,November,4,11,2011,2011-11-17 00:00:00
304,28,5,1,October,4,10,2011,2011-10-28 00:00:00
305,30,5,1,September,3,9,2011,2011-09-30 00:00:00
306,4,2,0,October,4,10,2011,2011-10-04 00:00:00
307,29,4,0,December,4,12,2011,2011-12-29 00:00:00
308,24,1,0,January,1,1,2011,2011-01-24 00:00:00
309,6,3,0,April,2,4,2011,2011-04-06 00:00:00
310,9,5,1,September,3,9,2011,2011-09-09 00:00:00
311,5,2,0,April,2,4,2011,2011-04-05 00:00:00
312,23,6,1,July,3,7,2011,2011-07-23 00:00:00
313,17,1,0,October,4,10,2011,2011-10-17 00:00:00
314,22,4,0,September,3,9,2011,2011-09-22 00:00:00
315,9,3,0,November,4,11,2011,2011-11-09 00:00:00
316,5,2,0,July,3,7,2011,2011-07-05 00:00:00
317,26,5,1,August,3,8,2011,2011-08-26 00:00:00
318,16,0,0,January,1,1,2011,2011-01-16 00:00:00
319,18,3,0,May,2,5,2011,2011-05-18 00:00:00
320,30,1,0,May,2,5,2011,2011-05-30 00:00:00
321,30,3,0,November,4,11,2011,2011-11-30 00:00:00
322,25,4,0,August,3,8,2011,2011-08-25 00:00:00
323,24,4,0,February,1,2,2011,2011-02-24 00:00:00
324,4,2,0,January,1,1,2011,2011-01-04 00:00:00
325,11,3,0,May,2,5,2011,2011-05-11 00:00:00
326,17,6,1,September,3,9,2011,2011-09-17 00:00:00
327,19,6,1,March,1,3,2011,2011-03-19 00:00:00
328,1,2,0,March,1,3,2011,2011-03-01 00:00:00
329,27,1,0,June,2,6,2011,2011-06-27 00:00:00
330,17,5,1,June,2,6,2011,2011-06-17 00:00:00
331,7,1,0,March,1,3,2011,2011-03-07 00:00:00
332,8,4,0,December,4,12,2011,2011-12-08 00:00:00
333,21,6,1,May,2,5,2011,2011-05-21 00:00:00
334,5,6,1,February,1,2,2011,2011-02-05 00:00:00
335,18,5,1,November,4,11,2011,2011-11-18 00:00:00
336,4,1,0,April,2,4,2011,2011-04-04 00:00:00
337,11,5,1,November,4,11,2011,2011-11-11 00:00:00
338,22,2,0,November,4,11,2011,2011-11-22 00:00:00
339,7,2,0,June,2,6,2011,2011-06-07 00:00:00
340,31,1,0,October,4,10,2011,2011-10-31 00:00:00
341,5,1,0,September,3,9,2011,2011-09-05 00:00:00
342,24,3,0,August,3,8,2011,2011-08-24 00:00:00
343,6,2,0,December,4,12,2011,2011-12-06 00:00:00
344,14,6,1,May,2,5,2011,2011-05-14 00:00:00
345,28,3,0,September,3,9,2011,2011-09-28 00:00:00
346,2,3,0,March,1,3,2011,2011-03-02 00:00:00
347,12,1,0,December,4,12,2011,2011-12-12 00:00:00
348,2,6,1,July,3,7,2011,2011-07-02 00:00:00
349,15,2,0,February,1,2,2011,2011-02-15 00:00:00
350,8,2,0,February,1,2,2011,2011-02-08 00:00:00
351,29,5,1,April,2,4,2011,2011-04-29 00:00:00
352,8,4,0,September,3,9,2011,2011-09-08 00:00:00
353,7,1,0,February,1,2,2011,2011-02-07 00:00:00
354,2,0,0,October,4,10,2011,2011-10-02 00:00:00
355,24,1,0,October,4,10,2011,2011-10-24 00:00:00
356,28,6,1,May,2,5,2011,2011-05-28 00:00:00
357,15,1,0,August,3,8,2011,2011-08-15 00:00:00
358,21,3,0,December,4,12,2011,2011-12-21 00:00:00
359,5,6,1,November,4,11,2011,2011-11-05 00:00:00
360,30,4,0,June,2,6,2011,2011-06-30 00:00:00
361,14,5,1,January,1,1,2011,2011-01-14 00:00:00
362,21,1,0,February,1,2,2011,2011-02-21 00:00:00
363,6,4,0,October,4,10,2011,2011-10-06 00:00:00
364,1,4,0,September,3,9,2011,2011-09-01 00:00:00
365,21,4,0,July,3,7,2011,2011-07-21 00:00:00
366,14,4,0,July,3,7,2011,2011-07-14 00:00:00
